name,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128
Secobarbital,-0.056373878,-0.19349157,-0.235261768,0.030109947,-0.026144074,-0.112972355,-0.270120444,0.114880379,0.226248753,-0.030875366,0.049974579,0.097735993,0.030388678,-0.097937995,-0.151329518,0.113510064,-0.065160649,0.231879781,0.063504752,-0.550579015,-0.086382876,0.102955027,0.00820267,-0.040692216,-0.169460418,0.031540959,0.096386955,-2.098542849,0.00448626,-0.178879224,0.168054034,-0.041483769,-0.149831319,0.243228271,0.231109493,-0.276457128,0.016412604,-0.00760985,0.055203651,-0.331676299,-0.092391948,-0.214194867,0.221806006,-0.064316214,0.086348988,-0.138430478,0.104372096,-0.007156758,0.066625478,0.053229259,-0.050798044,0.020937183,-0.327193917,-0.445967057,-0.014627321,-0.086148454,0.059471972,-0.195451571,0.025903532,0.189244667,-0.081758735,-0.319187811,0.077377349,-0.032700663,0.253132075,0.316470291,0.070713176,0.2561369,0.032280541,0.087806784,-0.092476046,0.147831977,0.055667554,-0.115487235,-0.048395306,-0.049134086,0.151346154,0.333995148,-0.262497483,-0.45024181,-0.066035498,0.123630372,-0.081567372,-0.226437522,0.241957972,0.161244981,0.037457384,0.057549598,-0.007546235,0.222656178,-0.244345948,0.360640653,0.168032176,0.113393401,0.10617251,-0.33509858,-0.144968549,0.042325979,0.01603165,0.026952264,-0.079362919,-0.277604013,-0.062774031,0.149888549,-0.087983654,-0.058360747,-0.830095988,-0.111451196,-0.059945146,-0.107422568,0.150458522,0.267061229,0.055872282,0.276836985,-0.176911743,0.035520129,0.018796595,0.834649768,-0.018110087,0.208769387,0.064324302,-0.034206174,0.071019252,0.107752007,-0.124227661,0.052323505,-0.071417914,-0.582447897
Miglustat,0.020749062,-0.128896857,-0.137952765,0.032467125,0.112167589,-0.088900324,-0.295063521,0.213892469,0.165946962,0.010956388,0.050345559,-0.012440505,0.072465728,0.047074627,-0.093694954,-0.018507393,-0.094133835,0.090025329,-0.03817344,-0.376835737,-0.109621773,0.06208969,-0.171292964,-0.061656049,-0.16307977,0.051904988,-0.009640995,-1.887624021,-0.026648987,-0.003097226,0.063245157,-0.075916726,-0.045329994,0.114429004,0.16416343,-0.170740563,0.096604139,-0.024446228,-0.119556852,0.155194098,0.07857137,-0.077180583,0.153199239,-0.080555844,-0.091571525,-0.221193125,0.176926979,-0.14313569,0.124253354,-0.004971023,0.063390095,0.017028908,-0.207629046,-0.663023028,-0.021307911,-0.081844962,0.173364884,-0.146845575,0.08101028,0.043581293,0.203767079,-0.266736709,-0.026617248,0.067909595,-0.049238202,0.205016391,-0.010024134,-0.060135414,-0.098156036,-0.097984252,-0.239752867,-0.056679322,0.012764987,-0.067948218,-0.032700382,-0.035627176,-0.209064148,0.137037094,-0.191981137,-0.143720815,-0.166747114,0.184459217,0.021734646,-0.233089355,0.102089716,0.011234889,-0.040265236,0.018841472,0.168621124,0.379289647,-0.061101735,0.319993092,0.1212045,0.035381701,0.110889371,-0.204862247,-0.425321245,-0.073497178,-0.047877758,-0.009091187,-0.011843042,0.074581487,-0.127372874,0.438166145,-0.061829249,-0.024983896,-0.040923944,-0.060263226,-0.231474651,0.325097895,-0.019683409,0.19802046,0.034281784,0.26967687,0.044255253,0.006697454,0.107778713,0.884217517,0.413491998,-0.204866966,-0.02874928,-0.045217259,0.012510509,0.074750507,-0.161553079,0.146043617,-0.083214618,-0.246519499
Spironolactone,-0.027279397,-0.039878575,0.132579107,0.081181585,0.074705786,0.027640787,-0.129818978,-0.163582238,0.203450207,-0.030204224,0.066480152,-0.014246096,-0.319840981,0.034249802,-0.059503771,-0.163826156,-0.028275473,0.555427453,0.171570881,0.466243049,-0.109911049,0.162841954,-0.265056152,-0.048842994,-0.225474037,-0.071807566,-0.090830471,-3.037059382,0.091372647,-0.088690036,0.058590651,-0.019552352,0.068128738,0.19226893,0.378568989,-0.14285188,0.108146506,-0.165548165,-0.091327504,0.031571453,0.47013071,0.440111644,-0.46631825,0.18789748,-0.05320721,-0.114918633,0.132588345,0.025106384,0.211250687,-0.011613546,-0.031305825,-0.020296389,-0.09283357,-0.115260859,0.318127729,-0.069026677,0.093098134,0.067561736,-0.289023081,0.035850376,0.273128292,-0.663521363,-0.250035527,0.046202481,0.028310485,-0.02276283,0.581233942,-0.018057699,-0.13502889,0.195911825,0.101635682,0.074089627,0.196275151,0.139234082,-0.057670895,-0.032246134,-0.029039528,-0.051478033,-0.033820396,-0.549084062,-0.138803002,-0.275950978,-0.091492396,0.335359959,-0.041077105,-0.07503378,0.016142337,0.136962042,0.050282971,0.308696847,-0.000673655,0.215822703,0.207194607,0.034836956,0.105812909,0.417927421,-0.162944199,0.007102578,0.021493173,0.138213752,-0.186532892,0.191097797,-0.055126184,-0.416516724,-0.002065634,0.032485383,-0.853659039,-0.114523867,0.539891772,0.405491935,0.270754824,-0.090092913,0.247244599,0.214772315,0.002028386,-0.049954601,-0.078166153,-0.963102327,-0.760914536,0.120855787,0.211649942,0.041403765,-0.038210714,-0.012399268,-0.046812127,0.123632889,-0.205362587,-0.051359966
Methylphenidate,0.057635719,-0.128978042,0.291097525,-0.000864533,0.114602991,-0.271227464,-0.089314685,-0.022758908,0.507756844,-0.304298265,0.096538786,-0.246175255,0.905607244,-0.074967288,-0.054770601,0.266980647,0.350341246,-0.8514547,-0.115324981,-0.43259659,-0.249004561,-0.177075432,-0.367566479,-0.080555646,-0.301119704,-0.186770072,-0.469957393,-2.505367897,-0.027221154,-0.166703098,0.235880134,0.047808152,0.163839879,-0.301979414,0.014858357,-0.172215245,0.15613547,-0.07834769,0.117901839,-0.169282237,-0.635450279,-0.202091699,-0.33197892,0.194712175,-0.105730877,-0.210954957,-0.054722246,-0.05755326,0.218257151,-0.026074866,0.195314059,-0.080924597,0.030749436,-0.266825188,0.181966134,0.051617633,0.172566905,-0.289687102,0.786993245,0.177063831,0.306149573,-0.48290213,-0.109242364,-0.03303491,-0.100373029,0.089179781,-0.274645104,-0.043532587,-0.252383367,0.166116022,-0.11770214,-0.01953881,0.133063393,0.122943125,0.048868103,0.110351944,-0.303803113,0.346475743,-0.199205065,0.428539359,0.121315149,-0.046516197,0.066813304,-0.311253365,0.088846788,-0.073445044,-0.071085082,-0.090958402,-0.356460285,0.279514402,-0.040276072,0.051000663,0.232843684,-0.20118984,-0.179127062,0.359805434,-0.215886414,-0.02896065,-0.204570402,0.012534974,-0.308115951,0.2373193,-0.149845418,0.231347619,-0.275962564,-0.0868638,0.677429929,-0.096245837,-0.088388419,-0.066086986,0.019074316,0.020248277,0.384476247,-0.141792475,0.031821541,-0.436023729,-0.5320121,-0.284899336,-0.341114042,0.042171691,0.151820074,-0.016332612,-0.041419843,-0.065629488,-0.104572211,-0.074629527,-0.236334809,0.399991718
Methocarbamol,-0.118907923,-0.159673581,-0.11963841,0.004345188,-0.000423207,-0.119303577,-0.413042649,0.550095487,0.317530567,-0.081358191,0.015386745,0.002394049,-0.070540309,-0.039784406,0.00098135,-0.041312971,-0.346125998,0.1716296,-0.042749449,0.03367037,-0.222333297,0.000129481,-0.301518103,-0.104724872,-0.064568134,0.043140386,-0.028171541,-1.338555916,-0.019050389,-0.104608807,0.105094267,0.003063555,-0.277579399,0.051803067,0.154356233,-0.104716773,-0.011033749,-0.078204227,-0.046226027,0.097024284,-0.174877995,0.089837096,-0.080856148,-1.111634067,0.091218382,-0.147308994,0.288157394,0.253750263,0.140092243,0.100524477,0.08912781,0.017028539,-0.115382836,-0.237759849,0.00345161,-0.090115719,0.177216788,-0.056907677,0.062002097,0.09555977,-0.360511018,-0.351803157,-0.022885209,-0.02915443,-0.032606678,0.150024663,0.131548524,0.11669306,-0.036346367,-0.112923128,-0.367871529,0.054650274,0.053159311,0.003475757,-0.076978815,-0.062996508,0.296800386,-0.657012706,0.271476143,-0.015485813,-0.026754735,0.166858161,-0.039229632,0.247901551,0.304540945,0.04698967,0.114753507,0.007950994,0.088497307,0.087962849,0.105917889,0.290245477,0.16107868,0.029785035,0.242375931,-0.732734778,-0.218855604,0.008094943,-0.101475068,0.000721004,-0.104625023,-0.143778613,0.039676978,-0.003095301,-0.002477855,-0.043205287,-0.469969526,-0.105942812,-0.241033314,-0.119970737,0.064344404,0.17080105,-0.093687875,0.431908422,-0.058192667,-0.106352599,0.056271213,2.107010743,3.177453373,-0.147619236,0.07195526,-0.050816465,-0.030286973,0.123635122,0.185529203,0.149413549,-0.115538893,-0.519481601
Zolpidem,0.039652826,-0.088396714,0.13327082,-0.017293244,0.0952721,-0.449160019,-0.095001371,0.033395348,0.331984363,-0.154751353,0.049585559,0.128495746,0.307183147,-0.029081072,-0.11121402,-0.002492552,0.423809983,-0.001899293,-0.018221755,-0.50046575,-0.063508045,0.23619515,-0.344481186,-0.134359715,-0.252445864,0.091756933,-0.025215278,-2.253902692,-0.065158015,-0.33040363,0.022831427,-0.033200655,0.421154834,-0.087561372,0.178430664,-0.238370177,0.278931176,0.001162499,-0.167524805,0.035483479,-0.444420457,-0.230477256,-0.069037236,0.061388396,-0.049781966,-0.092018629,-0.127442036,-0.006791999,0.080192223,-0.07391191,0.085159415,0.091199151,-0.101434345,-0.425186467,-0.105597611,-0.035887382,-0.139573662,0.076659195,0.039241721,0.183827179,0.247624227,-0.21830374,-0.033421998,0.040071229,0.093738203,0.032234951,-0.135628863,0.144370701,0.04760555,0.006610186,-0.141999787,-0.002398083,0.051698001,-0.639035826,0.154658979,0.047161041,-0.186643501,0.468215083,-0.451813336,0.464067475,-0.093241847,0.22747333,-0.001035945,-0.409165758,0.131238331,0.196026396,-0.051209781,0.057164083,-0.029719771,0.12875928,-0.270992628,0.172070816,0.335339781,0.074057732,0.25363597,0.112984481,-0.166120309,0.058878385,-0.087846725,-0.012156754,-0.250741105,-0.153720574,-0.337423132,0.270077288,-0.241375497,-0.04971096,0.901577799,0.037040901,0.066608649,0.205184021,-0.599026352,0.110783144,0.240019987,-0.008981181,-0.138841447,-0.002283501,-0.277005498,0.818687358,0.171133487,0.492128427,0.164372321,-0.045378918,0.039881415,0.053320787,-0.220986425,0.149127352,-0.05231634,0.120050346
Famciclovir,-0.091157736,-0.22084548,-0.090447146,0.027559601,0.003798081,-0.241862921,-0.297593023,0.64039706,0.220329991,0.045687679,0.019929998,-0.036976673,0.068990953,0.02899518,-0.094952585,-0.147053728,0.037490108,0.017461603,0.036958311,-0.006017063,-0.248322303,0.032003717,-0.434245422,-0.04212218,-0.165456042,0.011998604,-0.083407954,-1.514365237,0.039400544,-0.026426372,0.047593237,-0.066154269,-0.366789231,0.03231853,0.270915695,-0.144325345,0.085431245,0.055298208,-0.037613659,-0.0034525,0.083599067,-0.146225237,-0.151091656,-1.222373717,-0.020693208,-0.188248678,0.492233342,0.20030189,0.079707864,-0.058244754,0.000181774,-0.030756594,-0.167286848,-0.332685539,-0.211034839,0.017035214,0.074820893,-0.207984127,0.033400785,-0.064718224,-0.044227619,-0.300400504,-0.036450892,-0.028704764,0.174663142,0.333071607,-0.03327725,0.079198288,-0.06043763,-0.039327163,-0.391959138,-0.003050717,0.030632355,0.215670755,-0.137333328,-0.035757721,0.221408392,-0.614306217,0.20669378,-0.098060121,0.053601244,0.08418837,0.013396624,0.156000565,0.132142543,-0.071730025,0.047298121,0.018634534,0.396304567,0.093534918,0.037161849,0.290701543,0.073956488,0.02270737,0.222954076,-0.760634654,-0.244208805,-0.083667448,-0.107348172,0.077801088,-0.097376131,0.053141667,-0.136185981,0.030253464,0.077182028,0.03746483,-0.329906375,-0.081376042,-0.312789404,-0.225289473,-0.042460128,0.190625367,0.087698493,0.37422034,0.011705692,-0.070318967,0.134588002,2.213346314,2.491604571,-0.088522969,0.25416235,0.039404028,0.009321508,-0.074633328,0.24682581,0.183568116,-0.076529078,-0.385183303
Hexachlorocyclohexane,0.090256187,-0.28565724,-0.174864659,0.159872093,0.125601839,-0.112878478,-0.181050786,-0.239282905,0.330844798,-0.016027373,0.046801649,0.120766754,-0.114460055,-0.022837669,-0.184663987,0.286731274,0.298876929,0.279035064,0.039525865,0.017242278,0.091665042,0.148794389,-0.450732449,0.003456727,-0.20116489,0.092581944,-0.057683683,-3.10729454,0.038373012,-0.068658821,-0.026731,-0.125469428,-0.378988203,0.130369554,0.102686879,-0.160250799,0.002575742,-0.038821982,0.045726992,-0.625128824,-0.244468791,-0.092656642,-0.240268941,0.093939701,-0.132624879,-0.20609846,0.156057281,-0.236395032,-0.042540275,0.053118691,-0.058554166,-0.031700672,-0.063383856,0.168612085,0.264414703,-0.152589536,0.21722857,-0.265781212,-0.345703258,-0.022948129,0.379616085,-0.667988203,0.07383797,0.124995302,-0.464243849,-0.226757192,-0.193959732,0.016396067,-0.126502459,0.095586922,0.003829895,-0.068781256,0.155354571,-0.181708928,-0.194020164,-0.104323767,-0.014613692,-0.0586772,-0.214203215,-1.155697057,0.095324955,0.279672169,-0.182860395,0.190923179,0.079599454,-0.104533923,0.091752045,0.205408118,0.0460755,0.384571224,-0.008674296,0.323498359,0.234750998,0.088169512,-0.247732444,0.495716754,-0.204928169,0.046977358,0.002821303,0.071578284,-0.192672805,-0.312333787,-0.065367742,-0.858605247,0.024819543,-0.132898123,-1.295953771,-0.121913479,0.353271366,0.202110351,0.301622246,0.009705413,0.204804976,0.349248473,-0.34706234,0.094652576,0.168561671,-1.24534388,-0.852003663,-0.301018161,0.000239835,0.216218019,0.248943704,-0.03718179,0.015074011,0.232374245,-0.200523274,-0.201701107
Prochlorperazine,0.088442748,-0.176583288,0.106577067,-0.01281591,-0.136134527,0.110069539,-0.172103628,0.321279817,0.209709839,-0.192732465,0.125088593,0.007484359,0.545169583,-0.213488938,-0.026059505,0.129638728,0.001258055,-0.380650809,-0.097968998,0.016038188,-0.252991134,0.118986473,-0.374157967,-0.094955516,-0.328643018,-0.01813867,-0.133619703,-1.838291556,0.054981922,-0.138186323,-0.158520951,-0.069325743,-0.348313042,0.040534973,0.013450751,-0.199921889,-0.262186643,-0.265877792,-0.135491188,-0.116543808,-1.021283915,0.466090397,-0.151150405,-0.287074377,0.301744996,-0.407944008,0.223525103,-0.052255952,-0.046096812,0.322445322,-0.089461703,0.044941619,0.025797988,-0.620751046,0.319304091,-0.033205501,0.257381227,-0.05217128,-0.135988482,0.26516384,0.2322752,-0.301574511,0.100279949,0.208020716,0.026529264,0.050579331,0.211380874,0.229259786,-0.025779063,0.019228031,-0.254303001,0.15016889,0.212014046,-0.21385702,0.036278551,0.121112697,-0.131138904,-0.128013695,-0.050170771,0.34400995,-0.015700469,0.16472991,-0.010616296,-0.305810752,0.049254884,0.275961285,-0.130756207,-0.083679444,0.103635596,0.11149717,-0.008949819,0.150020934,0.110106561,0.247389795,0.085108883,-0.163132293,-0.188849738,-0.02273533,-0.109056693,-0.015714423,-0.175628872,-0.147617873,-0.043782813,-0.141468906,-0.054850387,-0.197908739,-0.490158744,-0.462348129,-0.211177414,-0.071900712,-0.112652231,0.234325043,-0.131841364,0.101519976,-0.089085999,-0.094285201,-0.094032962,1.608289895,1.001232721,-0.057778676,-0.009560289,0.132703118,0.097935775,0.365531394,-0.00895457,0.100021629,-0.206135161,0.081217809
Cyproheptadine,-0.010681979,-0.08881447,0.095784112,0.048129501,0.007849754,-0.052544929,-0.117706722,-0.06954078,0.296141481,-0.140873625,0.147983483,-0.039840398,0.188313465,-0.02633802,0.087846944,-0.011689354,-0.048865618,0.023893461,0.093323437,0.30550115,-0.051298507,0.128397436,-0.315350222,-0.043318342,-0.183693264,0.037595934,-0.118082472,-2.496786433,-0.015534038,-0.163978929,-0.274684811,-0.221934842,0.308637149,0.158766351,0.217675406,-0.088490384,-0.026590482,-0.002791857,-0.263953127,0.35146425,-0.519278537,-0.04116964,-0.60003684,0.128775807,0.066057466,-0.096717322,0.084019059,-0.264412269,-0.435971141,0.140201473,0.1528662,-0.031233616,0.053400574,-0.265634979,0.431155143,-0.075025808,0.084987165,-0.176858489,-0.402266247,0.205064438,0.137153786,-0.574972234,-0.0378033,0.116011604,-0.038341703,-0.068897004,0.088435491,-0.058939229,-0.175425953,0.00116688,0.074655416,0.066891169,0.06690777,-0.258104376,-0.073377861,0.082960001,0.016456726,0.485731831,-0.27958061,-0.372179821,0.049683308,-0.277403651,0.013076176,-0.193653867,0.021648364,0.13222302,0.072960804,0.095709131,-0.040551972,0.368206945,0.001679028,0.221896572,0.346708777,0.085125197,0.369362473,-0.084194394,-0.166130662,-0.007367412,-0.165061379,0.046982611,-0.171548227,-0.228641637,-0.165524597,-0.655632827,-0.091932483,-0.003412118,-0.773329458,-0.015491415,0.192407395,0.220670529,-0.125343421,0.290760848,0.047398369,0.099427079,-0.011990134,-0.058798371,0.086569094,0.136590534,-0.242758808,-0.158260202,-0.003650945,0.225058596,0.028160624,0.075489527,-0.05681469,-0.006978378,-0.148488263,-0.27275951
Allopurinol,-0.110519655,-0.301308752,0.480282531,0.076234225,-0.038627626,-0.025884659,-0.057006314,-0.270922135,0.353081577,-0.091640906,0.071833371,0.042653314,-0.544318937,-0.04851248,-0.111693503,-0.068822059,-0.044572787,0.072441777,-0.032241249,0.09312131,-0.048037692,0.043192801,-0.16195648,-0.022939249,-0.228279894,0.050836517,0.011243144,-2.727119218,0.168566878,-0.072151018,0.145232045,-0.065699234,0.053973159,0.213024241,0.457535344,-0.274210856,-0.07322279,0.047665251,-0.066807384,0.022967184,0.30244147,0.408620657,-0.081545823,0.18299146,0.091834791,-0.107263975,-0.001567738,0.049528965,0.221058868,-0.011770538,0.078392612,0.137581093,-0.048891987,-0.101774807,0.187734599,-0.087400911,0.183936679,-0.062219755,0.040880647,0.063198045,0.326105157,-0.32905882,0.082815639,-0.050233479,0.226967186,-0.023912593,-0.060099441,-0.19007041,-0.01443046,0.07054192,-0.270147495,0.24768649,0.10010251,0.464836105,-0.016813213,-0.089617161,-0.341270977,0.297357702,-0.281071636,0.311647079,-0.092290812,-0.348777254,0.016982097,0.110101773,0.276627071,0.075478036,-0.095183562,-0.010144448,-0.129120033,-0.071447145,0.016349862,0.129890893,0.381112663,0.056093635,0.219514728,0.120001102,-0.444779699,0.00256415,-0.02952872,-0.095692043,-0.161160012,0.502549595,-0.046832887,-0.461443665,-0.063214611,0.020575324,0.098258475,-0.172678581,0.363683925,0.089330751,-0.125984205,0.157617429,0.253088391,0.084434327,-0.158540913,-0.089535364,0.061270469,-0.33323089,-0.4596495,0.40391309,-0.091896149,-0.07497876,-0.018197465,0.0363618,-0.121431638,0.080270176,-0.096267546,0.657415891
Ceftazidime,-0.243896388,-0.206460311,0.138557569,0.074182188,-0.221223935,-0.108788583,-0.103070639,0.115250875,0.356296363,0.074945006,0.124385538,0.097844119,0.105962877,-0.096339136,-0.05504804,-0.074566793,0.134075447,-0.200745971,0.323257634,-0.24322389,-0.14601251,0.082659819,-0.276388406,-0.093669266,-0.025810881,0.103952796,-0.049195989,-2.084929072,0.278190323,0.147299364,0.069164083,-0.132936179,-0.242223779,0.222213519,0.028367803,-0.056580667,-0.071457426,-0.070823631,0.121191495,0.194752962,0.153428915,-0.318270423,-0.474481209,0.001161107,0.009748479,-0.112570406,0.132836445,-0.315268038,-0.044004226,0.194358083,0.006395529,0.178134486,-0.042967046,-0.417260329,-0.004712155,-0.034812466,0.032595768,-0.127874989,0.364131362,0.038799779,0.069503147,-0.454931539,-0.036387947,-0.043732517,0.174528987,0.109019716,-0.320912103,0.031736086,0.023575905,0.053994023,-0.173874013,0.027153078,0.024899614,0.339750927,0.037052499,-0.310180796,0.124729283,0.329846903,-0.183644651,-0.18192236,0.006027037,-0.083176043,-0.384341355,-0.254832237,0.20976562,0.14401334,0.117740578,0.236489045,0.059191883,0.211602708,-0.137756866,0.3758043,0.209944915,-0.005546204,0.212689856,-0.367034796,-0.244700081,-0.232406383,0.014431826,0.168311843,-0.04213953,-0.221578411,-0.05507762,0.191517693,0.095497641,0.111364661,-0.486567293,-0.226840607,-0.040632065,0.015965368,0.089163245,0.312029867,0.082336558,0.198903983,-0.070989887,-0.107931505,0.252786421,0.852988857,0.349816372,0.118307073,0.052522118,0.178374596,0.072405839,-0.043488452,-0.140911172,0.055002304,-0.142349824,-0.044043832
Cerivastatin,0.030898555,-0.068757154,0.191813129,-0.040625502,0.091170796,-0.126222008,-0.063733498,-0.281455482,0.359596405,0.035440054,-0.083199306,0.052508489,-0.130896619,-0.018871675,-0.162803769,-0.154096452,0.134926493,0.120430572,0.055770687,0.140626452,-0.166453522,-0.011417782,-0.072488342,-0.128563801,-0.317896282,-0.117858096,-0.196063254,-2.830806236,-0.036336817,-0.048074173,0.182512927,0.056430696,0.065232691,0.140881853,0.161809997,-0.229143377,0.042144038,0.003451086,0.01818308,-0.064771438,0.468612079,-0.071925823,-0.131768997,0.155784486,-0.076752323,-0.032250416,-0.017603362,-0.228354298,0.101718134,0.093253695,0.038118128,0.145811568,-0.170570942,-0.327504022,0.205939141,0.181633883,0.096682408,-0.028772865,-0.077961895,-0.051055808,0.236544328,-0.432349702,-0.112579805,0.048050957,0.455302264,0.094695465,0.178055653,0.045657708,-0.021941618,0.164881453,-0.190153305,0.212921616,0.134401241,0.486844322,-0.179478201,-0.173242143,-0.124629457,-0.020306774,-0.513430512,0.051194649,-0.119079926,-0.034780041,-0.079275101,-0.436055081,0.306655423,0.064923618,-0.058042387,-0.098782423,-0.091318093,-0.175166466,-0.179690378,0.14007287,0.276496988,-0.183739529,0.220569165,0.003943834,-0.245704676,-0.044578554,-0.111683882,-0.047013183,-0.442101253,0.079266973,-0.204835621,-0.000348337,-0.168140019,-0.062393347,-0.605146661,-0.038814006,0.328936886,0.103264136,0.005032329,0.097219668,0.21123425,0.352698428,-0.16814242,-0.171693046,-0.312528681,-0.316717719,-0.401065517,-0.072791927,-0.114851855,0.021345301,-0.175392151,-0.003434195,-0.006970367,0.072602026,-0.20165091,0.511621511
Trimethoprim,-0.085184956,-0.091129834,0.086024679,0.020675717,0.081709363,-0.153911384,-0.21604483,-0.025906807,0.257518359,-0.03062829,0.074003695,0.023497987,0.0100172,-0.128731852,-0.063316718,-0.170020034,-0.043137058,-0.165260678,0.193751814,-0.306133441,-0.116877414,0.157167056,-0.016999235,-0.022218434,-0.224718038,0.097344902,-0.12704694,-2.347922351,0.114733366,0.054843831,0.11131571,-0.157229864,-0.148513597,0.159201567,0.091637969,-0.217961318,-0.043814931,0.011437187,-0.061600869,-0.063934793,0.222050378,-0.357222127,-0.199883808,0.150274742,0.00332138,-0.11060321,0.19061638,-0.297485244,0.041129795,0.000232915,0.015635079,0.108776481,-0.118477276,-0.422746702,-0.105785204,-0.018440471,0.060402847,0.169768006,0.378917107,-0.014712478,-0.085507311,-0.39149094,-0.023760761,0.064823091,0.183692173,0.098734903,-0.001896485,0.038134826,-0.043977484,0.062191728,-0.223159414,0.158461617,0.117591478,0.377040939,-0.086050132,-0.09987713,0.027549526,0.569470921,-0.304364146,-0.690446057,-0.029029207,-0.043536974,-0.189770619,-0.306963,0.405155994,0.070626064,0.073108349,0.096554702,-0.051985644,0.053230582,-0.157389306,0.301129555,0.243560329,0.006602593,0.08044201,-0.358663902,-0.17983813,-0.145879195,-0.094793188,0.101636005,-0.100531412,-0.185893636,-0.106312687,0.103149169,-0.117895055,-0.017780254,-1.054694292,-0.133656069,0.052007052,-0.114358429,-0.028692788,0.216355391,0.109793894,0.208812062,-0.121511283,-0.03153776,0.162230333,0.302943926,-0.074760084,0.131196107,-0.167001249,0.087269374,0.133383283,-0.019440922,-0.129198396,0.102409878,-0.168326327,-0.263389892
Gemcitabine,-0.217936376,-0.061525824,0.04553919,-0.103491933,0.290553271,-0.03315887,-0.352247569,-0.22225482,0.167760556,-0.116768906,0.077702356,-0.056280752,-0.085963654,0.171502632,-0.118073025,0.173458707,0.237405529,-0.161265137,0.031314477,-0.082333653,-0.271726594,0.209936073,-0.155747371,0.013844089,-0.276961662,0.076605228,-0.030129238,-3.037517958,-0.044273928,-0.037282626,0.122146945,-0.1922216,-0.559550949,-0.065558825,0.354059842,-0.118079595,0.097727613,0.11769498,0.002819173,-0.367433936,0.646500937,0.580784777,-0.178550479,0.131606446,-0.231343427,-0.182164446,-0.0197633,0.003469601,0.615328396,-0.013995453,0.151869162,0.059313593,-0.222609426,-0.220011231,0.376743335,0.049792337,0.443673268,-0.290917649,-0.13955445,0.169003865,0.51859047,-0.522085568,-0.06941083,-0.122958947,0.084430275,0.144740636,-0.720788483,0.08038779,-0.146888089,-0.060666986,-0.074459172,-0.013887449,0.051705441,0.474429536,0.267646859,-0.17506418,-0.237317429,-0.304958558,0.463084732,-0.117832454,-0.120561885,-0.014006006,0.011737349,-0.064515791,0.03249806,-0.278718881,0.068939871,0.040557819,-0.28093116,-0.184150099,0.033773471,0.077118943,0.357197219,-0.030508378,0.014795597,0.395230359,-0.464517345,-0.077391617,0.160151058,0.222312622,0.017130517,0.14561171,0.01299571,0.302161199,0.070301251,-0.203134136,-0.207847084,-0.15528262,0.073851092,0.300610987,0.10498871,-0.199574582,0.351078773,-0.21512991,-0.220445945,-0.164397687,0.141963145,-0.884076725,-0.751997645,-0.21360097,-0.018121853,0.048248216,0.198499349,-0.130131789,0.134431465,0.298065258,-0.135536738,0.581634464
