name,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128
Isoflurane,-0.026153407,-0.02207958,0.006658251,-0.039161151,-0.027517792,0.009634806,-0.02939355,-0.208159027,0.212475071,-0.126046499,0.119569838,0.026155507,-0.31410559,0.020372454,-0.098920711,0.082338697,-0.156926811,-0.165694043,-0.016224742,0.075518001,-0.108249068,0.180176835,-0.022772079,-0.074033813,-0.298126887,-0.0113903,0.000619288,-2.957031706,0.041047445,-0.111605058,0.16045081,-0.043302742,0.209935002,0.126749142,0.188000922,-0.240036355,-0.064452491,0.074692271,0.041307726,-0.21226335,-0.092265252,0.386868571,-0.063781491,0.157412716,-0.039145869,-0.17515912,0.256357891,-0.086622551,0.28640279,0.02109813,0.109160267,0.054880693,-0.027308652,-0.065210197,0.053411446,-0.073164478,0.14586574,-0.237183463,0.074618088,0.180308127,0.556768423,-0.633996601,-0.037914435,-0.037030839,0.563249844,0.222811516,-0.175084736,0.045910836,-0.039553388,0.143596079,0.128653737,0.305901682,0.16913566,0.346905374,0.124578223,-0.025634387,-0.047147547,0.0171849,-0.376682711,-0.540593974,-0.110516147,-0.241212599,-0.012199618,0.183840952,0.087948309,0.081806621,-0.007063536,-0.011672616,-0.194662084,-0.083331466,0.035646841,0.281923826,0.248672478,0.164683905,0.058278142,0.273352528,-0.180993213,-0.025883075,-0.161350411,0.017249719,-0.184402765,-0.092425813,-0.121522765,0.127664882,0.068750783,-0.075067351,-1.028280272,-0.127018608,0.106832891,0.012310071,-0.043471931,0.199722588,0.12837378,0.095489306,0.032981007,-0.213797489,-0.251827971,-0.924498258,-0.626332878,0.54076191,0.057959134,-0.063334818,0.014402255,0.008256862,0.192445638,0.13151304,-0.137148844,-0.34978121
Ethotoin,-0.17686242,-0.087532372,-0.282162477,0.045515941,0.027527924,-0.075823974,-0.315155703,0.526306373,0.188154384,-0.089480303,0.027694094,0.071749869,-0.049771884,-0.077859856,-0.080060573,-0.038248955,-0.425509156,0.08057166,0.070029896,-0.206770386,-0.123163638,0.103058126,-0.423435494,-0.058624444,-0.050593305,0.067634909,-0.020008381,-1.443994898,0.051548124,-0.073758908,0.145474449,-0.061258509,-0.361105898,0.112168287,0.177191112,-0.147183187,0.003048836,-0.110216889,-0.047615042,-0.102459232,-0.046021326,0.034994292,0.007148449,-1.065251361,0.077545881,-0.141965535,0.449726633,0.096816941,0.062812383,0.034665253,0.080029139,0.028241691,-0.094497398,-0.170909268,-0.059547125,-0.14932626,0.037094326,-0.235131192,0.023954778,0.14539643,-0.449270337,-0.295652868,-0.081994441,-0.002523152,0.035686027,0.577853088,-0.071861761,0.134813025,-0.078330442,-0.040517773,-0.12298066,0.050124174,0.067884387,-0.021560767,-0.143029968,-0.038385557,0.311184308,-0.327647932,0.06259263,-0.307955173,-0.088350716,0.179381501,-0.025031566,-0.014899888,0.309237518,0.115735741,0.080886844,0.035994,0.41930593,0.316250766,-0.009518915,0.240743292,0.024944549,0.129757949,0.100767247,-0.723576149,-0.190321968,-0.042673497,-0.13083751,0.002197077,-0.101068635,0.035628551,-0.042276147,-0.074304846,-0.026621376,-0.097341918,-0.547563918,-0.129550532,-0.192721719,-0.265892076,0.243810595,0.06633,-0.008834321,0.278228745,-0.094409413,-0.041499158,0.206274341,1.86587859,2.059029014,-0.018160384,0.129222466,0.061520444,0.060805919,0.175580441,0.236533312,0.131181556,-0.090334479,-0.445504834
Hexachlorophene,-0.091721054,-0.067196219,-0.495616187,-0.017150981,0.046913203,-0.019083652,-0.349592374,0.203252871,0.062119755,-0.044128959,0.014412929,0.087144898,0.198887188,-0.092985724,-0.299918713,0.142166755,-0.274842224,0.260360169,0.038131864,-0.418649201,-0.124824619,0.097326547,-0.015230567,-0.073124307,-0.055419625,0.017663876,-0.012604938,-2.03470745,0.032984749,-0.168741598,0.101314185,-0.059680695,-0.385079933,0.148037659,0.228149474,-0.225076208,-0.065543555,-0.03656955,0.005006773,-0.284397746,-0.06936694,0.085120074,0.332581048,0.034412452,0.037581777,-0.071592426,0.022898479,-0.042805878,0.102890851,0.059880714,0.055245274,0.061184409,-0.210558174,-0.593770044,0.101827683,-0.0129136,0.023648192,-0.03739398,-0.216610998,0.009679663,-0.226562931,-0.390336224,0.012232544,-0.016319139,-0.063278211,0.34727559,-0.046586292,0.225409718,-0.053411538,0.119984624,-0.027647688,0.175945288,0.12540657,-0.085555543,-0.009791398,-0.146149477,0.265160932,0.193241487,-0.158779733,-1.022965679,-0.003645867,0.102633389,-0.122693861,-0.041843222,-0.043596083,0.098181885,0.004262364,0.07658687,0.195375244,0.46419283,-0.185468592,0.455715622,0.172027023,0.005659419,-0.056846809,-0.249863082,-0.008693345,-0.047122952,-0.034958986,0.030445663,-0.144830971,-0.007883206,-0.074849175,-0.058238078,-0.145424247,-0.151280245,-1.155616508,-0.074078888,-0.094001299,-0.013348447,0.371214202,0.373622856,0.090432218,0.30406991,-0.081603995,-0.01262121,0.024568111,0.669080691,-0.126476518,0.05498426,-0.094696889,0.02623689,0.112126372,0.039906186,0.009546861,0.12642541,-0.055256039,-0.810652319
Dolasetron,-0.209919962,-0.138117286,0.107822031,0.017939517,-0.04507882,-0.226643527,-0.208818883,0.618674819,0.358434328,-0.027628039,-0.096362638,0.088226233,-0.390906875,-0.000450438,0.247312595,-0.021772682,0.257849232,0.099352105,-0.000351781,-0.014757021,-0.152307728,0.15320338,-0.328163995,-0.051606372,-0.139464696,0.081025653,0.144302063,-1.565291737,0.111782995,-0.082471971,0.035296168,-0.071160399,0.070524358,0.178588681,0.300893325,-0.163868145,-0.015451984,0.063068752,-0.133884384,0.233874124,0.049717224,0.087271711,-0.107228816,-0.873382528,0.088446625,-0.099446775,0.305725808,0.11071866,0.162381723,0.118700714,0.095756479,0.093597496,-0.049025997,-0.388470501,0.039440765,-0.089893817,-0.024563892,-0.314417831,0.265127647,-0.010401565,0.269079196,-0.294355943,-0.001921659,0.077098926,0.035775708,0.134591249,-0.030645349,-0.010825074,0.038535636,0.069354367,-0.223867528,0.090563927,0.108062661,-0.179845105,-0.04122489,-0.207105737,-0.067626466,-0.474637858,0.233852245,0.265008776,-0.093014335,0.08583323,-0.100615705,-0.185140759,0.170741907,0.041416906,-0.090624378,0.009714737,-0.00811407,0.13857149,0.087936434,0.146125854,0.219362455,0.12293833,0.362203483,-0.602981986,-0.090204423,-0.003029142,-0.02212914,0.079248592,-0.104321678,-0.110131028,-0.160086819,0.05871937,0.064258334,-0.039412131,0.245388626,-0.155294843,-0.09775469,0.083087235,-0.284965357,0.084765974,0.324893049,0.177865032,-0.095841797,0.014967007,0.170359373,2.348904324,2.701342866,-0.114214739,0.128007156,0.066787429,0.099342766,0.104615879,0.064539588,0.230816865,-0.103457911,-0.139181425
Clopidogrel,0.149413028,-0.328247692,0.317123967,0.000927317,0.093617232,0.048152704,-0.058988031,-0.206935329,0.456976244,-0.012021974,-0.001818725,-0.006736949,-0.005207642,-0.007174881,0.012142965,0.03538905,0.127888233,0.052610084,-0.096825792,-0.005834116,-0.021181797,0.208361672,-0.343684169,-0.072488654,-0.19625475,0.038416735,-0.024410304,-2.737980513,-0.039277166,-0.238470426,-0.105267065,-0.102362703,-0.056219377,-0.022916871,0.133725504,-0.176448853,0.120877673,-0.065248167,0.094319811,0.003817062,0.410878938,-0.282322003,-0.202209184,0.188916821,-0.114384684,-0.087453414,-0.125857542,0.24168049,0.122839995,-0.009812733,0.188680788,0.157567776,-0.127188638,-0.234774131,0.05478944,0.084152015,-0.024786083,-0.138796145,-0.217641088,0.152194726,0.186215149,-0.436234818,-0.036274179,0.104780524,0.522610642,0.281096293,0.107551344,0.01622425,-0.049938107,0.027602233,-0.203591942,0.092676987,-0.006767313,0.308596006,0.038994458,-0.140548881,-0.301434793,0.021376755,-0.130030335,0.320488395,-0.092723247,0.021849561,-0.179921892,-0.349484658,0.209066471,-0.012062306,0.032382744,-0.076765183,-0.15213203,-0.03260075,-0.146015568,-0.029479045,0.340180526,0.066948582,0.030316884,0.255263103,-0.300157781,0.067502558,-0.065856724,0.055420829,-0.300195275,0.452797253,-0.006716267,0.201261851,-0.067425157,0.007478143,0.289656246,0.068808598,0.258983968,0.263035362,-0.120899359,0.1589506,0.356509666,0.215462543,-0.115707992,-0.202374397,-0.208110393,-0.410077924,-0.48985167,0.58325108,-0.046528216,-0.060360603,0.095741606,-0.049129033,-0.038582641,0.097322892,-0.08255679,0.311110315
Tetracycline,-0.149382406,-0.035668903,-0.012073513,-0.057841316,0.00351606,-0.023978352,-0.169106716,-0.069891517,0.261533895,0.046366405,0.213952093,0.086072306,-0.514290893,-0.033571877,-0.320529561,0.070027064,0.070992193,0.628407524,0.270886095,0.125050219,0.225257581,0.244271314,-0.188367657,-0.120603038,-0.208853518,0.01058472,-0.06787772,-2.957412677,0.176770028,-0.247017608,-0.106253525,-0.16751671,-0.525897302,0.038612164,0.191094491,-0.086427979,0.107766129,-0.219122527,-0.055125,0.046382135,0.430495247,-0.591298662,-0.460622367,0.132353784,-0.017649495,-0.091372371,0.020645611,-0.217885958,-0.16329456,0.160045919,0.029276024,0.211849901,-0.005675746,-0.062544715,0.329780265,0.157810835,-0.148717172,0.085463752,-0.705520911,-0.01501547,0.399626188,-0.572762792,-0.050306283,-0.000633589,0.113481658,0.469714692,0.169529965,0.034794095,-0.15334949,0.047680334,0.006399712,-0.091333395,0.088592589,-0.406497372,0.024043403,-0.061064012,-0.023793368,-0.328367029,-0.115261359,-0.586582495,-0.154127551,0.08837597,0.014949547,-0.13054005,0.174559476,0.19069407,0.02015309,0.105267343,-0.126780409,0.045807855,-0.202225177,0.250358622,0.359896455,-0.191486287,0.092216189,0.445020396,-0.297491641,-0.148732391,-0.031334439,0.090377399,-0.121765796,0.062778979,-0.13286209,-0.879403547,-0.099004058,-0.004355164,-0.87121053,-0.10656803,0.175436057,0.247386894,0.116156169,-0.035074911,0.313087136,0.222299514,-0.258553479,-0.036436192,0.337976553,-0.852245578,-0.751003246,0.255615421,-0.056101586,0.055357396,0.082589874,-0.072949763,0.103401699,0.155624807,-0.146372271,0.137345638
Meropenem,-0.175899257,-0.279097196,0.261385194,0.000500961,-0.241360373,-0.159860713,-0.103233693,0.584331079,0.430185826,0.171335235,0.134729579,-0.127788206,-0.218812452,0.021092892,0.063685937,-0.13790999,0.493287368,-0.048368379,0.151293166,-0.085800528,-0.130628264,0.155054143,-0.376470501,-0.07338636,-0.187880427,0.016677831,0.050017216,-1.682616674,0.210027145,-0.097017036,0.016435539,-0.079872706,-0.119944341,0.082362476,0.291829338,-0.081443995,0.04462752,0.037575818,0.129560952,0.056475061,0.24881261,-0.332305135,-0.223659049,-0.572693205,-0.081005063,-0.251266152,0.179628257,-0.057209987,0.172842213,0.09352409,0.099550636,0.012333223,0.037469719,-0.290060652,-0.265401937,-0.05129347,0.012121902,-0.243039927,0.261548223,0.011783746,0.392830297,-0.253271751,-0.095351815,-0.115856371,-0.037834153,0.082283822,-0.223836091,0.030827809,-0.0091918,0.054287259,-0.186182873,0.000543824,-0.000652476,0.02603617,-0.03180223,-0.199490315,-0.015142101,-0.182008237,0.023518415,0.199154949,0.081970136,-0.052103218,-0.164392576,-0.139532149,0.132028974,0.005226209,0.018465954,0.08820632,0.117380874,0.185690175,-0.029396403,0.242822152,0.196333126,-0.004699248,0.382634751,-0.587019282,-0.312496079,-0.118429247,-0.107765369,0.139345077,0.053620391,-0.098636786,-0.026306933,0.181767193,0.103766909,-0.00072714,0.081953867,-0.22832473,-0.294136806,0.068464203,-0.199906612,0.197840791,0.17031788,0.241255851,-0.0926843,-0.164450493,0.369463373,2.100431592,2.08147856,-0.122094788,0.102432092,0.132198218,-0.026571314,-0.100734039,0.069815802,0.164565786,-0.061887597,0.127155786
Irinotecan,-0.183618414,-0.343899082,0.369425827,0.371851078,0.101088541,-0.136538767,0.123474863,-0.060301544,0.464646694,0.080215842,0.153641112,0.080627948,-0.420644012,0.116986025,0.067756268,-0.150291739,0.213014115,-0.060446139,0.011918619,0.304510889,-0.074250398,0.271937003,-0.250499394,-0.039712869,-0.214073108,-0.200752926,0.122020293,-3.032536481,0.049422896,0.038425294,0.228457407,-0.099206857,-0.454505543,0.223352973,0.172394022,-0.179535007,0.05810248,-0.175553267,-0.151010787,-0.002940616,0.17847627,0.232884563,0.015272349,0.129065647,-0.09539543,-0.241813172,-0.194105517,0.167038308,0.535721698,0.348823918,-0.007152902,-0.046310299,0.026592204,-0.017251319,0.344104134,0.123686006,0.453864528,-0.167540226,-0.374498889,-0.024643797,0.340255986,-0.51822189,-0.010664298,0.099196127,-0.069550547,-0.004380509,-0.263444626,0.100163165,-0.298649322,-0.051329578,-0.035323047,0.297245921,0.027196907,0.121206639,0.081836873,-0.11697309,-0.197253573,-0.424989941,-0.066079742,0.141586453,-0.19740455,0.08821865,0.111459162,0.573650311,0.308382622,0.014851141,-0.142521494,-0.001729695,-0.291813266,0.334766743,0.211886613,0.099263963,0.175862814,0.052244919,-0.088638232,0.514135781,-0.483328078,0.124106602,0.085792292,0.028276855,-0.104568066,-0.042850098,-0.034577462,0.777242314,0.075635572,0.045127709,0.224277337,-0.023548971,-0.226701674,-0.010194193,-0.096585898,-0.446528322,0.342053834,0.291492519,-0.13384201,-0.198766221,0.325684148,-1.006074215,-0.862070011,-0.015166585,0.024857808,0.22523245,-0.030420403,-0.002778862,0.02125278,0.185190886,-0.054023205,0.684085135
Methimazole,0.133091424,-0.051345779,0.271488574,0.061653195,0.034156742,-0.0741415,-0.322923239,-0.169964341,0.468493255,0.072690922,0.123671949,-0.032027251,-0.371417123,-0.016696767,-0.043654982,0.545789799,-0.013340964,-0.031472667,0.142531808,-0.049563193,0.231958986,0.128654058,-0.348508183,-0.156894861,-0.200404144,0.117681891,-0.150241243,-3.039740345,0.270673972,-0.292553311,-0.141946814,0.074788211,-1.149967381,0.10403691,-0.267071563,-0.185108665,0.474383066,-0.314281409,-0.159595502,0.149125896,-0.119640126,-0.728054517,-0.132424442,0.153051235,-0.063832123,-0.208483582,0.225221813,-0.024392692,0.05048073,0.075777866,0.143316276,0.235164336,-0.418793762,0.231616133,0.108917713,0.078814616,-0.114921093,0.139830801,0.622224368,-0.188343306,0.248023278,-0.707953672,0.161474423,0.136065434,-0.363119973,0.498468416,-0.010331339,0.131936743,-0.15183622,0.082636796,0.143402897,0.177472733,0.223291589,-0.07255354,-0.210125972,-0.028014962,-0.200035025,-0.086547288,0.187289963,-0.867481781,-0.20697742,0.350956582,-0.141529519,-0.058065841,0.352773804,0.205222827,0.064343182,-0.145237681,-0.281349432,-0.222911976,-0.021566176,-0.190727722,0.362388899,0.156530994,0.031762499,0.377057359,-0.236095055,0.05293118,0.070616141,-0.22263689,-0.163037008,0.797397555,0.025387535,0.054590963,-0.273272415,-0.141695341,-1.01352,-0.170824439,0.242503981,0.02752985,-0.085059337,0.319411999,0.019427192,0.079383097,-0.0470411,0.160458097,1.090097687,-1.048318923,-0.98602833,-0.118477394,0.207361479,0.065485317,-0.202518617,0.150726379,0.343649733,0.355956484,-0.213746443,0.085449355
Olopatadine,-0.026623972,-0.064764078,-0.231602405,0.057307811,0.03573141,-0.131763103,-0.175636859,0.282203686,0.118907063,-0.09157709,-0.001001056,0.125950157,0.183944149,-0.120487418,-0.107771502,-0.195479446,-0.135443511,-0.004878436,0.03677235,-0.152453507,-0.158387195,0.002184127,-0.349677215,-0.098624182,-0.105092786,-0.001131747,-0.064826204,-1.761697956,0.009652405,0.097020361,0.108840145,-0.088544852,-0.034661447,0.053583559,0.189148315,-0.13797598,0.067594011,-0.139370739,-0.086738941,0.173515903,0.284209304,-0.277347279,-0.076512173,-0.480708431,0.149583176,-0.190062893,0.2185045,-0.239064953,-0.007899304,0.09505966,-0.049090442,0.082962748,-0.05391013,-0.520199842,0.138414817,-0.077271983,-0.032909204,-0.027928031,0.203495585,0.090185977,-0.055667295,-0.364565488,-0.148538306,0.019389758,0.161074878,0.394410488,-0.025323231,0.113254531,-0.082533536,0.127896255,-0.129363095,0.119277048,0.12860084,0.083383896,-0.089169128,-0.070474819,0.068614999,0.063459134,-0.18556091,-0.413459989,-0.091503919,0.15406929,-0.132025124,-0.189385979,0.153452299,0.069098666,-0.047101645,0.054539335,0.312768899,0.352012869,-0.00666875,0.373707661,0.058674031,0.090162187,0.290532362,-0.607154847,0.023445576,-0.050802362,-0.11379303,0.046798455,-0.301089405,-0.244804918,-0.107573509,0.235678831,-0.006251132,-0.025631348,-0.250019725,-0.055230859,-0.043153754,-0.093311234,0.060792488,0.371891004,0.007318157,0.237941546,0.058188004,-0.119524239,0.341174187,1.514055841,0.924479804,-0.235840978,0.197540074,-0.046553596,-0.002841621,0.11631887,0.058262829,0.07776106,-0.12343667,-0.649204662
Malathion,0.111450688,-0.114440693,-0.358155071,0.078674133,0.162640797,-0.115494894,-0.271676585,-0.190602629,0.13213942,-0.14229165,0.028744291,0.016618436,0.144974925,-0.092735635,-0.261385475,0.502259143,-0.289007718,0.17528354,0.015951076,-0.493065192,0.062621059,0.076564074,-0.011826545,-0.185917754,-0.261278994,-0.071328441,0.008199838,-2.912768045,0.086413932,-0.246181891,0.103640338,-0.075166715,-0.196631624,-0.00211648,0.152104364,-0.030183178,0.024213898,-0.064891993,0.002428485,-0.361581441,0.126072729,0.103579289,0.155740532,0.201915925,0.010050743,-0.164611738,0.098667736,0.005554756,0.094752202,0.137209097,0.141258621,-0.02508688,-0.164080539,-0.304708915,0.378733967,-0.050790193,0.150826387,-0.138584023,-0.070706889,0.086576009,0.441511159,-0.722889988,0.009065756,0.022359506,-0.0993664,0.322083748,-0.168714601,0.176072048,-0.096027683,0.148472119,0.064921698,0.152719473,0.145909889,0.009441604,0.047106789,-0.003212136,-0.059254796,0.141545694,-0.020211692,-1.043536319,0.130650346,-0.115509242,0.081786192,0.193036754,-0.050550377,0.03582017,-0.095999603,0.089078539,-0.27127205,-0.018706595,-0.03038008,0.339048784,0.233560995,0.053733294,-0.087789525,0.260127738,-0.047138059,-0.081786263,-0.064205815,0.062891083,-0.119839118,0.203033742,-0.082739944,-0.026757014,-0.121715829,-0.037384241,-1.398237914,-0.142941806,0.054603011,0.132472673,0.258055182,0.151335706,0.080718034,0.175881766,-0.378735056,0.038764882,-0.001642278,-0.845500672,-0.678528979,0.281761789,0.040343855,0.049917152,0.075555464,0.07205825,-0.099027289,0.114407557,-0.125319129,-0.500470299
Etoposide,-0.177667064,-0.218083402,-0.151531284,0.073148019,0.010337864,0.111035712,-0.132655924,0.033339684,0.320967645,-0.036267576,-0.017260835,0.161648411,0.067340223,-0.129436385,-0.009041083,0.17722291,0.311224915,0.221320631,0.080116712,-0.682278502,-0.05237822,0.225902622,-0.058526412,-0.123842949,-0.243768516,-0.059950585,0.085284873,-2.975143658,-0.098464252,-0.010491123,0.406458781,-0.043074189,-0.314439898,-0.029674518,0.224235612,-0.174151323,0.106460357,-0.100954546,0.04459639,-0.220484013,0.582019129,0.508836591,0.042027154,0.115001489,0.099274126,-0.360334845,-0.283599681,0.28888466,0.544584514,0.089302467,0.067226302,-0.08568835,0.132088742,-0.084248958,0.535846467,0.068440055,0.367332806,-0.28797347,-0.545977995,-0.141193732,0.47237931,-0.644470577,0.016053775,0.128313244,-0.132688025,0.104550693,-0.256249274,0.031459755,-0.164855124,0.058022666,-0.298042333,0.027443311,0.112567233,0.005535792,0.330910561,0.067729954,-0.106271652,-0.449058916,0.781583375,-0.164513684,0.206165656,-0.297401637,0.048042168,0.259059844,0.459356617,-0.077296008,-0.298040623,0.158231929,-0.416947784,0.23644436,-0.064580776,-0.019494049,0.161222013,-0.158077563,0.059151763,0.576844983,-0.287954409,-0.110190992,0.173204531,0.050050231,-0.122968107,0.45350064,0.157551217,0.70971991,-0.283911091,0.032152652,-0.347278203,-0.290203154,-0.153070456,-0.001031185,0.052171178,-0.109540985,0.200717954,0.304288907,-0.09087204,0.057748477,0.511296949,-1.008438762,-0.823823451,0.185764112,0.120062486,0.2227735,0.007706735,0.118561718,-0.103868947,0.006960607,-0.142793828,0.450338277
Oxcarbazepine,0.150366853,-0.141802107,0.196798429,0.047010172,0.040229605,-0.292875869,-0.121732931,0.029538521,0.346056962,-0.124372918,-0.047129984,0.072633706,0.553017981,-0.111642201,0.034032001,0.54917521,0.498640882,-0.223212511,0.11282367,-0.239974142,-0.118048286,0.250697804,-0.296287098,-0.02503364,-0.163509582,0.20694898,-0.142918945,-2.309814886,-0.069697479,-0.247213326,-0.153032565,-0.048697528,0.511725656,0.09162458,0.25104814,-0.20946985,0.174421873,-0.008959247,-0.03799573,-0.181985312,-0.060199273,-0.272851501,-0.064175769,0.174691718,0.021670501,-0.128469221,-0.20233333,-0.127618627,0.048912483,-0.099278906,0.055466073,0.026255861,0.044442205,-0.302616054,0.015358105,-0.18023934,0.032225063,0.176130951,0.007414224,0.245720212,0.328607977,-0.384617157,-0.076208668,0.232051482,0.089062533,-0.070433854,0.183843972,-0.008958456,-0.063895614,0.111815978,-0.244499609,0.236006649,0.255616506,-0.272875065,-0.148893166,0.133412592,-0.138973025,0.372639614,-0.255434192,0.522020371,0.029383947,0.031810477,-0.023271169,-0.357008919,0.063206567,0.164104615,0.046355318,0.054954236,-0.193028037,0.282976194,-0.022389291,0.167295659,0.211352185,0.01080924,0.033322645,0.170545919,-0.062016132,-0.038614103,-0.127743172,0.025727919,-0.171348878,-0.041848664,-0.14347775,-0.260001044,-0.074222334,0.095284103,0.443855782,-0.042547168,0.131571418,0.080222429,-0.404869569,0.085388724,0.215471383,0.153936131,-0.212325369,-0.139096983,-0.430976441,0.503775776,0.015902951,0.561824686,0.171971415,0.075117867,0.015031838,0.065990941,-0.077493527,0.099367063,-0.263945349,0.059840412
Nalidixic.Acid,-0.059156535,0.053608896,-0.597010763,0.031557873,0.03110805,0.081593827,-0.377216967,0.559722217,0.226842472,-0.035988572,0.005056266,0.002377685,-0.166640189,-0.003537596,-0.000578097,-0.123054027,-0.840574524,0.054104753,0.072199612,-0.017032029,-0.139712257,-0.100383,-0.097115697,0.021348465,-0.524620422,0.026246549,-0.017926028,-1.25028406,0.039551344,0.092471965,0.197559151,-0.075072127,-0.39791947,0.067549659,0.230944241,-0.355257886,-0.014610455,0.003514366,-0.041512595,-0.030151621,0.041442862,-0.025150581,0.004538214,-1.17821802,-0.029521539,0.152301797,0.160645886,0.240956029,-0.073647612,0.006367296,0.044440044,0.020290829,-0.046351057,-0.043477904,-0.078322167,-0.032938036,0.069753093,0.014221402,-0.004262033,-0.16284188,-2.987092163,-0.362416827,-0.012528871,0.034667405,-0.082240668,0.064419442,-0.064490138,-0.021635357,-0.037291781,0.015929454,0.066628664,-0.008178835,-0.057793566,-0.071644261,-0.107892884,-0.035078693,0.58953533,-0.588342389,0.128308063,-0.685989127,-0.045511314,0.28166071,-0.057062263,0.235250219,0.191927357,0.01795388,0.106239498,0.031840374,0.649687773,-0.008306689,-0.02398345,0.071347262,0.055709149,0.045447709,-0.318678246,-0.931304198,0.222695311,-0.058219444,-0.006937837,0.051339722,0.172646953,-0.182948631,0.035735043,0.00778052,0.072167504,0.015340484,-0.916705899,0.078473851,-0.230091615,-0.372081449,0.354575056,-0.043570577,-0.008889743,0.230832136,-0.071119252,-0.000475814,0.133629981,1.223491662,2.486509389,-0.152935105,-0.094543569,0.016196949,-0.008900638,-0.001076339,0.380322685,0.323835738,0.077666286,-0.862814971
Phenelzine,0.037042295,-0.061413819,-0.100797553,0.133152947,0.139829785,-0.004521371,-0.086879838,0.034258709,0.150754622,-0.170143489,0.066614307,0.153419611,0.490823571,-0.063886518,-0.085296169,0.232448797,-0.070180545,0.043927314,-0.004662642,-0.093423192,-0.135616382,0.173956228,-0.205067684,0.014094645,-0.184456156,0.090311315,-0.013183677,-2.324981717,-0.013653262,-0.159998513,-0.161997071,-0.021425859,0.169626638,0.024477929,0.078681014,-0.201973236,-0.019643835,-0.026840019,-0.047598017,0.145525789,-1.017413912,0.339851076,-0.101359284,0.109188706,0.131633648,-0.191669701,-0.123332721,-0.161967505,-0.17223421,0.070036342,0.050713024,0.03611279,-0.101106705,-0.372656771,0.335520158,-0.061048505,0.112901795,-0.259560701,0.001461534,0.296767332,0.134849373,-0.434318414,0.072563878,0.130436514,-0.028418345,0.005892113,0.161851761,0.134576561,-0.105592419,0.140744385,0.039819701,0.374206147,0.150164524,-0.548085845,-0.004243937,0.0614382,-0.054851924,0.420058882,-0.078287684,-0.27213546,-0.066749449,0.063861789,0.076150819,-0.554388237,0.047881609,0.176475054,-0.031415177,0.070701917,0.004925108,0.324166255,0.021062461,0.293638815,0.114830312,0.177985613,0.169521903,-0.094056998,-0.060679474,0.015588642,-0.025736516,0.021048812,-0.152146767,-0.200473195,-0.093562511,-0.08521327,-0.084078683,-0.014180703,-0.574677738,-0.202739045,-0.246382661,0.043003429,-0.079115342,0.383538133,0.036195862,0.09127901,0.042910688,-0.015613596,-0.088410151,0.420076016,-0.082669142,-0.01553586,0.243000968,0.094574058,0.168545162,0.193291109,-0.089657305,0.12264162,-0.169279003,-0.232763776
Propantheline,-0.089000665,-0.103619109,-0.414834566,0.06629388,-0.02379735,-0.035482568,-0.317334969,0.539728323,0.336675779,-0.072418271,-0.041509038,0.106964569,0.111454552,-0.066344102,-0.015285349,-0.061563193,-0.41339021,-0.052818177,-0.035642136,-0.08398842,-0.191881476,0.020628406,-0.472714361,-0.122650412,-0.096900508,0.046729821,-0.027466479,-1.565766425,0.054199626,-0.052815711,0.111654856,-0.051172204,-0.274824005,0.047938716,0.15393576,-0.13947207,0.045966498,-0.120390478,-0.04504297,0.00164612,-0.248722042,0.082067655,-0.020800008,-1.153292506,0.109960595,-0.167080438,0.611648449,0.15741985,0.07448584,0.064978803,0.016166683,0.03683818,-0.048922125,-0.323731679,0.01236406,-0.004787293,0.172881514,-0.108192449,0.088158811,0.241530073,-0.378015393,-0.477018967,0.016277445,0.090868922,-0.01944834,0.272662932,0.213957207,0.041007272,-0.064776608,-0.051194048,-0.245189092,0.183399999,0.055146244,-0.115251401,-0.025486333,0.0193678,0.326525447,-0.477041777,0.131887212,-0.142080811,0.034939612,0.256361092,-0.039500003,0.132867952,0.214169694,0.173672663,0.022125433,0.041600439,0.194737771,0.217791763,0.088028271,0.205942402,0.030606236,0.067721861,0.161027693,-0.794337818,-0.066888627,0.031164809,-0.189164461,-0.002165504,-0.118474687,-0.143918485,0.045458404,-0.094757698,0.03127712,-0.128513007,-0.423509917,-0.117933418,-0.164773177,-0.091115323,0.223004393,0.163606444,0.003494651,0.391994269,-0.018590722,-0.128790198,0.099095406,2.050185052,2.615047569,-0.144609678,0.249337265,0.013592518,0.081343364,0.199307681,0.267265378,0.15761145,-0.001302894,-0.631891015
